Rk,Gcar,Gtm,Date,Tm,Unnamed: 5,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,FIP,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Player,PlayerID
,,,,,,,,,,1.6,7.1,8,7,5,6,5,0,0,6.14,4.19,36,147,,,,0.56,,,,0,,8,,2,0,0,28,3,1,1,0,2,1,1.5,-0.678,1.44,,-5.71,8.1,22,,,Chris Roycroft,roycrch01
1,74,2,Mar 28,SEA,,ATH,,,,99,1,1,0,0,1,0,0,0,0,6.1,4,13,7,0,1,2,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.47,0.033,0.47,,0.45,1.05,3,,,Gregory Santos,santogr01
2,75,4,Mar 30,SEA,,ATH,,,,1,1,0,0,0,0,0,0,0,0,4.6,3,10,7,1,1,3,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.25,0.091,1.15,,0.45,2.25,3,,,Gregory Santos,santogr01
3,76,6,Apr 1,SEA,,DET,,,,1,1,1,0,0,0,0,0,0,0,4.1,4,13,9,3,1,4,0,0,0,0,,0,0,1,0,0,4,0,0,0,0,0,0,0.27,0.017,0.24,,0.45,1.65,3,,,Gregory Santos,santogr01
4,77,8,Apr 4,SEA,@,SFG,,,,2,1,1,0,0,1,0,0,0,0,4.6,5,20,15,1,1,1,3,0,1,0,,0,0,0,0,0,4,1,0,1,0,0,0,3.85,0.131,3.2,,0.47,1.05,3,,,Gregory Santos,santogr01
5,78,10,Apr 6,SEA,@,SFG,,,,1,0.2,1,1,1,1,0,0,0,1.93,5.03,4,10,4,1,0,2,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,3.03,-0.369,2.27,,-0.75,-1.7,-1,,,Gregory Santos,santogr01
6,79,11,Apr 7,SEA,,HOU,,,,0,1,1,2,0,2,0,0,0,1.59,5.75,7,24,11,3,1,3,2,2,0,0,,0,0,1,0,0,4,0,0,1,0,0,1,3.88,-0.482,3.09,,-1.56,4.45,9,,,Gregory Santos,santogr01
7,80,15,Apr 12,SEA,,TEX,,,,4,1,2,1,1,0,0,0,0,2.7,5.35,4,16,11,4,1,3,1,1,0,0,,0,0,0,0,0,4,1,0,0,1,0,0,0.01,0,0.01,,-0.56,-0.95,0,,,Gregory Santos,santogr01
8,81,17,Apr 15,SEA,@,CIN,,,,2,0.1,1,2,2,3,0,0,0,5.14,6.53,5,26,10,5,0,0,2,1,0,0,,0,0,0,0,0,2,1,0,0,0,0,0,0.4,-0.046,0.38,,-2.08,-5.65,-5,,,Gregory Santos,santogr01
,,,,,,,,,,1.6,7,8,6,4,8,0,0,0,5.14,6.53,36,132,,,,1.8,,,,0,,0,,2,0,0,27,3,0,2,1,0,1,2.02,-0.625,1.65,,-3.13,2.15,15,,,Gregory Santos,santogr01
1,102,2,Mar 28,HOU,,NYM,,,,99,0.2,1,0,0,0,0,0,1,0,7.6,4,12,6,3,0,1,2,0,0,0,,0,0,0,0,0,3,1,0,0,0,0,0,0.72,0,0.69,,-0.01,0.3,2,,,Tayler Scott,scottta02
2,103,5,Apr 1,HOU,,SFG,,,,3,1.1,1,0,0,1,2,0,0,0,4.1,6,24,14,4,1,3,0,0,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,0.59,0.035,0.52,,0.45,5.8,10,,,Tayler Scott,scottta02
3,104,8,Apr 5,HOU,@,MIN,,,,3,0.1,2,1,0,0,0,0,0,0,3.96,3,13,9,2,2,2,1,1,0,0,,1,1,0,0,0,3,1,0,0,0,0,0,0.38,-0.083,0.35,,-1.68,-0.45,1,,,Tayler Scott,scottta02
4,105,10,Apr 7,HOU,@,SEA,,,,1,0.1,0,2,2,2,0,0,0,6.75,6.1,3,16,6,1,0,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,3.67,-0.253,3.36,,-0.9,-4.45,-5,,,Tayler Scott,scottta02
5,106,11,Apr 8,HOU,@,SEA,,,,0,0.2,2,1,1,0,2,0,0,8.1,4.3,4,15,11,3,4,1,1,1,0,0,,0,0,2,0,0,4,0,0,0,0,0,0,2.45,-0.224,2.24,,-0.85,2.3,5,,,Tayler Scott,scottta02
6,107,13,Apr 11,HOU,,LAA,,,,2,1,2,1,1,1,2,0,0,8.31,3.8,6,26,15,3,3,1,2,1,1,0,,0,0,0,0,0,5,1,0,0,0,0,0,0.02,0,0.02,,-0.52,2.45,6,,,Tayler Scott,scottta02
7,108,18,Apr 16,HOU,@,STL,,,,4,1,0,0,0,1,0,0,0,6.75,4.23,4,13,9,4,1,0,3,1,0,0,,1,0,2,0,0,3,0,0,0,0,0,0,0.17,0.007,0.16,,0.37,1.65,3,,,Tayler Scott,scottta02
8,109,20,Apr 19,HOU,,SDP,,,,2,2,0,0,0,0,1,0,0,4.91,3.65,6,21,13,3,5,4,1,0,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,0.81,0.122,0.73,,0.96,10.5,15,,,Tayler Scott,scottta02
9,110,21,Apr 20,HOU,,SDP,,,,0,0.2,1,1,1,0,0,1,0,5.63,5.23,3,7,4,1,0,0,3,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.15,-0.16,1.1,,-0.62,-1.1,-1,,,Tayler Scott,scottta02
10,111,25,Apr 25,HOU,@,KCR,,,,4,1,0,0,0,0,2,0,0,5,4.55,3,11,7,2,3,1,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.31,0.024,0.32,,0.5,6.25,9,,,Tayler Scott,scottta02
11,112,27,Apr 27,HOU,@,KCR,,,,1,1,2,1,1,0,0,0,0,5.4,4.4,5,24,14,4,1,0,5,3,1,0,,0,0,0,0,0,5,1,1,0,0,0,0,0.33,0.008,0.33,,-0.5,-0.95,0,,,Tayler Scott,scottta02
12,113,29,Apr 29,HOU,,DET,,,,1,1,0,0,0,0,2,0,0,4.91,3.92,3,15,12,3,4,0,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.26,0.094,1.39,,0.48,6.25,9,,,Tayler Scott,scottta02
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tayler Scott,scottta02
13,114,31,May 2,HOU,@,CHW,,,,2,1.1,1,3,3,3,2,0,0,6.57,4.24,8,36,18,6,3,2,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.54,-0.067,0.56,,-1.21,-1.4,1,,,Tayler Scott,scottta02
14,115,33,May 4,HOU,@,CHW,,,,1,0.1,0,0,0,0,0,0,0,6.39,4.21,1,3,2,1,0,1,0,0,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,2.24,0.061,2.34,,0.49,0.75,1,,,Tayler Scott,scottta02
15,116,35,May 6,HOU,@,MIL,,,,1,0.1,1,0,0,1,0,0,0,6.23,4.41,3,14,7,3,0,1,1,1,0,0,,0,0,1,0,0,2,0,0,0,0,0,0,0.85,-0.029,0.82,,-0.41,-0.45,1,,,Tayler Scott,scottta02
16,117,38,May 10,HOU,,CIN,,,,3,2,2,1,1,3,2,0,0,6,4.57,10,42,23,9,5,4,1,1,0,0,,0,0,3,0,0,7,0,0,0,0,0,0,0.34,-0.014,0.33,,-0.04,3.5,9,,,Tayler Scott,scottta02
17,118,40,May 12,HOU,,KCR,,,,1,1.2,1,0,0,0,1,0,0,5.4,4.3,6,19,13,2,2,1,4,3,0,0,,3,2,0,0,0,5,0,0,0,0,1,0,0.25,-0.016,0.26,,0.03,5.15,8,,,Tayler Scott,scottta02
,,,,,,,,,,1.8,16.2,16,11,10,12,16,1,1,5.4,4.3,78,311,,,,0.88,,,,0,,7,,9,0,0,62,4,1,0,0,1,0,0.79,-0.495,0.75,,-3.44,36.1,74,,,Tayler Scott,scottta02
1,360,1,Mar 27,CLE,@,KCR,,,,99,1,0,0,0,0,1,0,0,0,1.1,3,11,7,2,1,0,2,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.2,0.095,1.21,,1.13,4.25,6,,,Paul Sewald,sewalpa01
2,361,2,Mar 29,CLE,@,KCR,,,,1,0.2,2,2,2,0,1,1,0,10.8,8.5,4,17,13,4,3,0,3,1,1,0,,0,0,1,0,0,4,0,0,0,0,0,0,1.98,-0.203,2.08,,-0.82,-1.7,-1,,,Paul Sewald,sewalpa01
3,362,5,Apr 1,CLE,@,SDP,,,,2,0.2,1,0,0,0,1,0,0,7.71,6.1,3,13,10,2,2,0,2,1,0,0,,2,1,0,0,0,3,0,0,0,0,0,0,0.45,-0.018,0.42,,-0.08,2.9,5,,,Paul Sewald,sewalpa01
4,363,7,Apr 4,CLE,@,LAA,,,,2,1,2,0,0,0,1,0,0,5.4,4.6,5,21,14,7,2,1,3,1,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,1.18,0.054,1.12,,0.49,3.05,6,,,Paul Sewald,sewalpa01
5,364,9,Apr 6,CLE,@,LAA,,,,1,1,1,1,1,0,1,1,0,6.23,6.8,4,18,11,3,1,0,3,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0.07,-0.012,0.06,,-0.51,1.65,3,,,Paul Sewald,sewalpa01
6,365,10,Apr 8,CLE,,CHW,,,,1,1,0,0,0,0,1,0,0,5.06,5.73,3,5,5,2,0,0,2,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.15,0.087,1.04,,0.49,4.25,6,,,Paul Sewald,sewalpa01
7,366,11,Apr 9,CLE,,CHW,,,,0,1.1,0,0,0,1,3,0,0,4.05,4.75,4,17,12,4,4,0,0,0,0,0,,2,0,0,0,0,3,0,0,0,0,0,0,1.56,0.14,1.51,,1.08,12.4,19,,,Paul Sewald,sewalpa01
8,367,14,Apr 12,CLE,,KCR,,,,2,1,0,0,0,0,1,0,0,3.52,4.28,3,14,9,4,1,0,2,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.92,0.069,1.05,,0.49,4.25,6,,,Paul Sewald,sewalpa01
9,368,16,Apr 15,CLE,@,BAL,,,,2,0.1,0,0,0,0,1,0,0,3.38,3.98,1,4,3,1,0,0,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,0.19,0.005,0.21,,0.21,2.75,4,,,Paul Sewald,sewalpa01
10,369,19,Apr 18,CLE,@,PIT,,,,2,0.2,3,2,2,1,0,0,0,5.19,4.26,5,20,11,4,1,0,4,2,1,0,,0,0,0,0,0,4,1,0,0,0,0,0,0.96,-0.009,0.94,,-1.82,-4.9,-4,,,Paul Sewald,sewalpa01
11,370,21,Apr 20,CLE,@,PIT,,,,1,0.1,0,0,0,0,1,0,0,5,3.99,1,6,4,0,2,0,0,0,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,3.08,0.077,3.35,,0.44,2.75,4,,,Paul Sewald,sewalpa01
12,371,22,Apr 21,CLE,,NYY,,,,0,1.1,2,2,2,0,1,1,0,6.1,4.94,6,19,15,4,4,1,4,2,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,0.28,-0.025,0.33,,-1.36,-0.2,1,,,Paul Sewald,sewalpa01
13,372,27,Apr 27,CLE,,BOS,,,,5,0.2,2,1,1,0,1,0,0,6.55,4.65,4,9,7,2,1,0,3,1,1,0,,3,3,2,0,0,4,1,0,0,0,0,0,0.28,-0.054,0.33,,-2.44,0.3,2,,,Paul Sewald,sewalpa01
14,373,28,Apr 28,CLE,,MIN,,,,0,0.2,0,0,0,0,1,0,0,6.17,4.39,2,14,8,1,1,1,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,0.26,0.013,0.31,,0.39,3.5,5,,,Paul Sewald,sewalpa01
,,,,,,,,,,1.5,11.2,13,8,8,2,15,3,0,6.17,4.39,48,188,,,,0.11,,,,0,,10,,3,0,0,46,2,0,0,0,0,0,0.94,0.219,0.97,,-2.3,35.25,62,,,Paul Sewald,sewalpa01
1,212,3,Mar 27,LAD,,DET,,,,99,5,5,2,2,4,2,0,0,3.6,4.7,24,92,53,13,13,7,11,6,1,0,47,,,0,0,0,19,0,0,0,0,1,0,1.77,-0.011,1.73,,0.4,9.85,21,,,Blake Snell*,snellbl01
2,213,8,Apr 2,LAD,,ATL,,,,5,4,5,5,0,4,2,0,0,2,4.88,22,80,45,11,4,6,10,5,2,0,40,,,0,0,0,18,3,0,0,0,0,2,0.87,-0.282,0.95,,-3.08,7.6,18,,,Blake Snell*,snellbl01
,,,,,,,,,,5,9,10,7,2,8,4,0,0,2,4.88,46,172,,,,0.62,,,,0,44,,,0,0,0,37,3,0,0,0,1,2,1.33,-0.293,1.36,,-2.68,17.45,39,,,Blake Snell*,snellbl01
1,22,18,Apr 16,SEA,@,CIN,,,,99,0,3,3,3,0,0,0,0,inf,inf,3,13,7,2,0,1,2,2,0,0,,0,0,0,0,0,3,1,0,0,0,0,0,0.92,-0.162,0.81,,-2.63,-7.8,-9,,,Troy Taylor,taylotr01
2,23,27,Apr 26,SEA,,MIA,,,,9,1,1,0,0,0,0,0,0,27,3.1,3,14,9,1,1,1,2,1,1,0,,0,0,0,0,0,3,0,0,0,1,0,0,0.01,0,0.01,,0.45,1.65,3,,,Troy Taylor,taylotr01
3,24,30,Apr 30,SEA,,LAA,,,,3,1,0,0,0,0,0,0,0,13.5,3.1,3,8,6,3,0,1,2,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.02,0.002,0.03,,0.45,2.25,3,,,Troy Taylor,taylotr01
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Troy Taylor,taylotr01
4,25,31,May 2,SEA,@,TEX,,,,1,1,2,1,1,0,2,1,0,12,6.1,5,23,14,3,1,0,3,1,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,,-0.52,3.05,6,,,Troy Taylor,taylotr01
5,26,37,May 9,SEA,,TOR,,,,6,1,2,1,1,1,0,0,0,11.25,6.1,6,19,11,3,1,1,4,1,0,0,,0,0,0,0,0,3,0,0,0,0,1,0,0.41,-0.031,0.53,,-0.56,-1.55,0,,,Troy Taylor,taylotr01
6,27,39,May 11,SEA,,TOR,,,,1,1,0,0,0,0,0,0,0,9,5.5,3,14,9,2,1,2,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,0.45,2.25,3,,,Troy Taylor,taylotr01
7,28,40,May 12,SEA,,NYY,,,,0,1,4,3,3,0,0,1,1,12,7.77,8,24,17,2,3,2,5,2,0,0,,0,0,0,0,0,6,0,0,0,0,1,0,0.04,-0.026,0.06,,-2.56,-6.75,-6,,,Troy Taylor,taylotr01
,,,,,,,,,,3.3,6,12,8,8,1,2,2,1,12,7.77,31,115,,,,0.42,,,,0,,0,,0,0,0,26,1,0,0,1,2,0,0.18,-0.217,0.2,,-4.93,-6.9,0,,,Troy Taylor,taylotr01
1,1,34,May 4(1),NYM,@,STL,,,,99,3.2,9,6,6,3,2,1,1,14.73,8.83,23,82,48,15,7,4,13,5,3,0,18,,,0,0,0,18,0,0,0,0,1,0,1.53,-0.427,1.9,,-4.48,-7.55,-1,,,Blade Tidwell,tidwebl01
,,,,,,,,,,,3.2,9,6,6,3,2,1,1,14.73,8.83,23,82,,,,0.31,,,,0,18,,,0,0,0,18,0,0,0,0,1,0,1.53,-0.427,1.9,,-4.48,-7.55,-1,,,Blade Tidwell,tidwebl01
1,1,13,Apr 11,HOU,,LAA,,,,99,2,0,0,0,0,1,0,1,0,3.6,7,24,16,4,0,3,2,2,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,0.16,0.02,0.15,,0.96,5.9,9,,,Logan VanWey,vanwelo01
2,2,14,Apr 12,HOU,,LAA,,,,0,1,2,1,1,0,0,1,0,3,7.77,5,14,8,3,0,1,4,1,1,0,,0,0,0,0,0,5,0,0,0,0,0,0,0.33,-0.042,0.32,,-0.52,-0.95,0,,,Logan VanWey,vanwelo01
3,3,18,Apr 16,HOU,@,STL,,,,3,0.1,3,1,0,0,0,0,0,2.7,7.3,4,14,10,3,0,3,1,1,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,0.81,-0.095,0.76,,-1.91,-1.05,1,,,Logan VanWey,vanwelo01
4,4,21,Apr 20,HOU,,SDP,,,,3,0.1,0,0,0,1,0,0,0,2.45,7.74,2,8,3,0,0,1,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,1.48,0.036,1.41,,0.31,0.15,1,,,Logan VanWey,vanwelo01
5,5,30,Apr 30,HOU,,DET,,,,9,2,4,0,0,0,0,0,0,1.59,6.1,8,29,22,7,3,3,5,3,0,0,,0,0,0,0,0,8,0,0,0,1,0,0,0.17,0.02,0.19,,0.96,2.1,6,,,Logan VanWey,vanwelo01
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Logan VanWey,vanwelo01
6,6,32,May 3,HOU,@,CHW,,,,2,1,2,0,0,0,1,0,0,1.35,5.35,5,18,14,3,3,0,4,2,1,0,,0,0,0,0,0,5,0,0,0,0,0,0,0.25,0.007,0.25,,0.48,3.05,6,,,Logan VanWey,vanwelo01
7,7,38,May 10,HOU,,CIN,,,,6,2,4,5,5,2,3,1,0,6.23,6.33,12,53,30,13,3,2,5,2,1,0,,2,2,0,0,0,10,0,0,0,0,0,0,0.22,-0.073,0.22,,-4.91,-3.1,0,,,Logan VanWey,vanwelo01
,,,,,,,,,,3.8,8.2,15,7,6,3,5,2,1,6.23,6.33,43,160,,,,0.62,,,,0,,3,,0,0,0,39,1,0,0,1,0,0,0.34,-0.127,0.33,,-4.62,6.1,23,,,Logan VanWey,vanwelo01
1,193,2,Mar 28,TEX,,BOS,,,,99,1,0,0,0,0,0,0,0,0,3.1,3,15,11,1,1,1,2,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.53,0.04,0.47,,0.48,2.25,3,,,Jacob Webb,webbja01
2,194,3,Mar 29,TEX,,BOS,,,,0,2,1,1,1,0,2,1,0,3,6.1,7,20,15,4,1,1,4,2,0,0,,3,0,0,0,0,7,0,0,0,0,0,0,1.2,0.053,1.11,,0.62,5.9,9,,,Jacob Webb,webbja01
3,195,7,Apr 2,TEX,@,CIN,,,,3,1,0,0,0,0,0,0,0,2.25,5.35,4,13,8,1,1,1,3,1,1,0,,0,0,0,0,0,4,0,0,0,0,0,1,1.35,0.015,1.32,,0.14,2.25,3,,,Jacob Webb,webbja01
4,196,9,Apr 5,TEX,,TBR,,,,2,1,1,0,0,0,1,0,0,1.8,4.5,4,21,15,2,1,0,3,2,1,0,,1,1,0,0,0,4,1,0,0,0,0,0,1.61,-0.053,1.78,,-0.31,3.65,6,,,Jacob Webb,webbja01
5,197,10,Apr 6,TEX,,TBR,,,,0,1,0,0,0,1,2,0,0,1.5,4.1,4,17,11,3,3,0,1,0,0,0,,0,0,1,0,0,3,0,0,0,0,0,0,2.6,0.133,2.96,,0.48,9.65,15,,,Jacob Webb,webbja01
6,198,12,Apr 8,TEX,@,CHC,,,,1,1,4,3,3,0,1,0,0,5.14,3.67,7,21,15,2,3,1,5,4,0,0,,0,0,0,0,0,6,0,0,0,0,1,0,1.43,-0.304,1.5,,-2.51,-4.15,-3,,,Jacob Webb,webbja01
7,199,16,Apr 13,TEX,@,SEA,,,,4,1,0,0,0,0,1,0,0,4.5,3.35,3,12,9,2,3,1,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.26,0.02,0.31,,0.45,4.25,6,,,Jacob Webb,webbja01
8,200,17,Apr 15,TEX,,LAA,,,,1,1,0,0,0,0,1,0,1,4,3.44,3,11,6,2,2,1,0,0,0,0,,0,0,0,1,0,2,0,0,0,0,0,0,1.99,0.072,2.32,,0.48,3.65,6,,,Jacob Webb,webbja01
9,201,18,Apr 16,TEX,,LAA,,,,0,1.1,0,0,0,0,1,0,0,3.48,3.2,4,12,8,2,0,1,2,0,0,0,,2,0,0,0,0,4,0,0,0,0,0,0,1.34,0.135,1.59,,0.91,5,7,,,Jacob Webb,webbja01
10,202,21,Apr 19,TEX,,LAD,,,,2,2,0,0,0,0,1,0,0,2.92,3.02,6,22,13,4,2,3,2,1,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,0.57,0.085,0.62,,0.96,10.5,15,,,Jacob Webb,webbja01
11,203,23,Apr 22,TEX,@,ATH,,,,2,1,2,2,2,0,0,2,0,4.05,4.98,5,10,8,1,2,1,4,1,1,0,,2,0,0,0,0,5,0,0,0,0,0,0,0.28,-0.004,0.33,,-1.21,-2.95,-3,,,Jacob Webb,webbja01
12,204,27,Apr 26,TEX,@,SFG,,,,3,0.2,1,1,1,2,0,0,0,4.5,5.32,5,17,7,3,1,2,1,1,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,2.31,-0.184,2.48,,-0.8,-2.3,-1,,,Jacob Webb,webbja01
13,205,29,Apr 28,TEX,,ATH,,,,1,1.1,0,0,0,0,2,0,0,4.11,4.86,4,16,12,2,4,0,2,0,1,0,,1,0,0,0,0,4,0,0,0,0,0,0,0.59,0.062,0.69,,0.79,7,10,,,Jacob Webb,webbja01
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacob Webb,webbja01
14,206,32,May 1,TEX,,ATH,,,,2,0.1,1,1,1,1,0,0,0,4.6,5.02,3,9,5,1,1,0,2,1,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,0.97,-0.038,1.08,,-0.41,-2.45,-2,,,Jacob Webb,webbja01
15,207,35,May 4,TEX,,SEA,,,,2,2,1,0,0,0,0,0,0,4.08,4.8,7,29,19,7,2,3,4,1,0,0,,0,0,0,0,0,7,0,0,0,0,0,0,0.23,0.035,0.21,,0.96,3.9,6,,,Jacob Webb,webbja01
16,208,37,May 7,TEX,@,BOS,,,,2,0.2,2,2,2,0,0,0,0,4.91,4.74,4,9,7,1,1,4,0,0,0,0,,1,0,0,0,0,4,0,0,0,0,0,0,1.96,-0.032,1.93,,-0.31,-3.7,-4,,,Jacob Webb,webbja01
17,209,39,May 9,TEX,@,DET,,,,1,1,0,0,0,1,2,0,0,4.66,4.6,4,20,12,3,1,0,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,0.53,0.03,0.45,,0.49,5.65,9,,,Jacob Webb,webbja01
18,210,42,May 12,TEX,,COL,,,,2,1,1,0,0,1,0,0,0,4.43,4.68,4,11,6,2,0,2,1,1,0,0,,1,0,0,0,0,3,0,0,0,1,0,0,5.58,0.272,5.15,,0.86,1.05,3,,,Jacob Webb,webbja01
,,,,,,,,,,1.6,20.1,14,10,10,6,14,3,1,4.43,4.68,81,285,,,,0.58,,,,0,,11,,1,1,0,72,1,0,0,1,1,1,1.37,0.337,1.42,,2.06,49.15,85,,,Jacob Webb,webbja01
1,9,13,Apr 8,LAD,@,WSN,,,,99,5,8,8,8,3,4,2,0,14.4,8.5,26,87,58,15,8,7,12,5,2,0,20,,,1,0,0,22,1,0,0,0,1,0,0.45,-0.343,0.49,,-5.57,-3.35,3,,,Justin Wrobleski*,wroblju01
,,,,,,,,,,,5,8,8,8,3,4,2,0,14.4,8.5,26,87,,,,0.58,,,,0,20,,,1,0,0,22,1,0,0,0,1,0,0.45,-0.343,0.49,,-5.57,-3.35,3,,,Justin Wrobleski*,wroblju01
1,144,1,Mar 27,MIL,@,NYY,,,,99,1,1,0,0,0,1,0,0,0,1.1,3,16,12,3,1,0,2,1,0,0,,0,0,0,1,0,3,0,0,0,0,0,0,0.1,0.006,0.09,,0.49,3.65,6,,,Tyler Alexander*,alexaty01
2,145,3,Mar 30,MIL,@,NYY,,,,2,2.1,1,2,2,2,2,0,0,5.4,3.1,9,47,27,11,3,2,3,1,0,0,,0,0,0,0,0,7,0,0,0,1,0,0,0.59,0.017,0.46,,0.09,3.45,7,,,Tyler Alexander*,alexaty01
3,146,8,Apr 4,MIL,,CIN,,,,4,5.2,0,0,0,3,6,0,1,2,3.1,21,83,50,16,8,3,8,0,4,0,72,,,0,0,0,17,0,0,0,0,0,0,0.99,0.33,0.88,,2.99,26.35,41,,,Tyler Alexander*,alexaty01
4,147,12,Apr 9,MIL,@,COL,,,,4,3.2,6,2,2,2,3,1,0,2.84,4.13,19,79,54,14,7,2,12,8,0,0,42,,,0,0,0,17,1,0,0,0,0,0,0.97,0.047,0.94,,-0.06,5.45,14,,,Tyler Alexander*,alexaty01
5,148,17,Apr 14,MIL,,DET,,,,4,4,6,8,4,3,2,0,0,4.32,4.18,23,81,51,9,5,7,11,5,1,0,25,,,0,0,0,18,2,0,0,0,1,0,0.7,-0.349,0.62,,-5.94,-0.4,6,,,Tyler Alexander*,alexaty01
6,149,22,Apr 20,MIL,,ATH,,,,5,3,1,0,0,0,5,0,0,3.66,3.51,10,42,30,8,7,3,2,0,0,0,,0,0,0,0,0,10,0,0,0,0,0,0,0.02,0.003,0.02,,1.55,16.15,24,,,Tyler Alexander*,alexaty01
7,150,26,Apr 24,MIL,@,SFG,,,,3,0.1,1,2,2,1,0,0,0,4.5,3.65,4,22,13,1,0,3,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,3.62,-0.459,3.65,,-1.69,-4.45,-5,,,Tyler Alexander*,alexaty01
8,151,27,Apr 25,MIL,@,STL,,,,0,1,3,1,1,0,0,0,0,4.71,3.63,5,14,10,2,0,0,5,4,0,0,,1,1,1,0,0,5,1,0,0,0,0,0,0.85,-0.141,0.85,,-1.23,-1.55,0,,,Tyler Alexander*,alexaty01
9,152,31,Apr 30,MIL,@,CHW,,,,4,2.2,1,1,1,0,1,0,0,4.56,3.48,10,29,21,6,3,2,6,1,0,0,,0,0,1,0,0,9,0,0,0,0,0,0,0.98,0.127,0.91,,1.01,5.4,8,,,Tyler Alexander*,alexaty01
,May,May,May,Tm,,Opp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tyler Alexander*,alexaty01
10,153,33,May 2,MIL,,CHC,,,,1,0.2,3,2,2,0,1,0,0,5.18,3.39,5,19,12,4,0,1,3,2,0,0,39,,,0,0,0,5,0,0,0,0,0,0,1.47,-0.096,1.56,,-0.99,-2.3,-1,,,Tyler Alexander*,alexaty01
11,154,38,May 7,MIL,,HOU,,,,4,0.2,0,0,0,0,0,0,0,5.04,3.38,2,3,2,0,0,0,2,0,1,0,,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0.69,1.5,2,,,Tyler Alexander*,alexaty01
12,155,40,May 10,MIL,@,TBR,,,,2,1,0,0,0,1,1,0,0,4.85,3.41,4,13,7,3,0,0,2,0,0,0,,0,0,1,0,0,3,0,0,0,0,0,0,1.48,0.065,1.25,,0.48,3.65,6,,,Tyler Alexander*,alexaty01
13,156,41,May 11,MIL,@,TBR,,,,0,1.2,0,0,0,0,0,0,0,4.55,3.39,5,14,10,4,0,1,4,1,0,0,,2,0,0,0,0,5,0,0,0,0,0,0,1.81,0.219,1.42,,1.37,7.75,11,,,Tyler Alexander*,alexaty01
14,157,43,May 13,MIL,@,CLE,,,,1,0.1,2,0,0,0,1,0,0,4.5,3.32,3,8,7,2,1,0,2,2,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.06,-0.033,0.8,,-0.41,1.55,4,,,Tyler Alexander*,alexaty01
,,,,,,,,,,2.6,28,25,18,14,12,23,1,1,4.5,3.32,123,470,,,,0.39,,,,0,45,4,,3,1,0,107,4,0,0,1,1,0,0.93,-0.264,0.85,,-1.65,66.2,123,,,Tyler Alexander*,alexaty01
